id_conta,id_cliente,perfil_investidor,data_abertura,created_at,updated_at
1299,5263,CONSERVADOR,2025-12-03,2025-12-03 13:49:45,2025-12-03 13:49:45
1300,5264,CONSERVADOR,2023-05-09,2023-05-09 09:58:00,2023-05-09 09:58:00
1301,5265,MODERADO,2023-02-19,2023-02-19 09:22:19,2023-02-19 09:22:19
1302,5265,CONSERVADOR,2023-07-18,2023-07-18 18:58:23,2023-07-18 18:58:23
1303,5266,CONSERVADOR,2025-06-22,2025-06-22 17:51:16,2025-06-22 17:51:16
1304,5267,CONSERVADOR,2023-02-26,2023-02-26 15:36:20,2023-02-26 15:36:20
1305,5268,MODERADO,2024-10-04,2024-10-04 14:59:06,2024-10-04 14:59:06
1306,5269,CONSERVADOR,2025-06-26,2025-06-26 09:01:22,2025-06-26 09:01:22
1307,5269,MODERADO,2026-01-26,2026-01-26 17:53:17,2026-01-26 17:53:17
1308,5270,ARROJADO,2023-11-20,2023-11-20 13:57:45,2023-11-20 13:57:45
1309,5271,CONSERVADOR,2023-09-25,2023-09-25 12:40:57,2023-09-25 12:40:57
1310,5272,ARROJADO,2023-08-20,2023-08-20 16:11:48,2023-08-20 16:11:48
1311,5273,ARROJADO,2025-10-11,2025-10-11 11:26:50,2025-10-11 11:26:50
1312,5274,CONSERVADOR,2023-01-07,2023-01-07 11:27:52,2023-01-07 11:27:52
1313,5274,ARROJADO,2023-10-01,2023-10-01 15:39:59,2023-10-01 15:39:59
1314,5275,MODERADO,2026-04-07,2026-04-07 13:36:18,2026-04-07 13:36:18
1315,5276,ARROJADO,2026-02-14,2026-02-14 16:24:04,2026-02-14 16:24:04
1316,5277,CONSERVADOR,2023-07-18,2023-07-18 12:21:20,2023-07-18 12:21:20
1317,5278,ARROJADO,2024-12-09,2024-12-09 15:10:38,2024-12-09 15:10:38
1318,5279,MODERADO,2025-03-08,2025-03-08 09:04:48,2025-03-08 09:04:48
1319,5280,ARROJADO,2023-06-19,2023-06-19 12:38:33,2023-06-19 12:38:33
1320,5280,CONSERVADOR,2024-10-30,2024-10-30 13:07:06,2024-10-30 13:07:06
1321,5281,ARROJADO,2024-12-22,2024-12-22 12:12:54,2024-12-22 12:12:54
1322,5281,CONSERVADOR,2024-09-05,2024-09-05 13:30:01,2024-09-05 13:30:01
1323,5282,CONSERVADOR,2023-02-27,2023-02-27 10:13:03,2023-02-27 10:13:03
1324,5283,ARROJADO,2026-05-24,2026-05-24 15:11:23,2026-05-24 15:11:23
1325,5284,ARROJADO,2024-12-08,2024-12-08 17:44:39,2024-12-08 17:44:39
1326,5285,CONSERVADOR,2025-01-27,2025-01-27 09:28:22,2025-01-27 09:28:22
1327,5286,MODERADO,2025-04-21,2025-04-21 17:26:43,2025-04-21 17:26:43
1328,5287,CONSERVADOR,2024-10-21,2024-10-21 16:46:48,2024-10-21 16:46:48
1329,5288,MODERADO,2024-09-24,2024-09-24 12:05:25,2024-09-24 12:05:25
1330,5289,CONSERVADOR,2023-04-30,2023-04-30 12:51:45,2023-04-30 12:51:45
1331,5290,CONSERVADOR,2026-02-04,2026-02-04 12:29:18,2026-02-04 12:29:18
1332,5291,CONSERVADOR,2025-03-06,2025-03-06 10:09:31,2025-03-06 10:09:31
1333,5292,MODERADO,2023-05-01,2023-05-01 14:46:51,2023-05-01 14:46:51
1334,5292,MODERADO,2025-11-27,2025-11-27 08:31:35,2025-11-27 08:31:35
1335,5293,CONSERVADOR,2025-05-11,2025-05-11 14:17:15,2025-05-11 14:17:15
1336,5294,MODERADO,2025-09-18,2025-09-18 11:00:25,2025-09-18 11:00:25
1337,5295,ARROJADO,2023-01-25,2023-01-25 16:11:07,2023-01-25 16:11:07
1338,5296,CONSERVADOR,2025-05-20,2025-05-20 16:08:48,2025-05-20 16:08:48
1339,5297,MODERADO,2024-12-03,2024-12-03 10:09:11,2024-12-03 10:09:11
1340,5298,MODERADO,2023-01-30,2023-01-30 11:49:35,2023-01-30 11:49:35
1341,5299,MODERADO,2023-01-29,2023-01-29 18:15:07,2023-01-29 18:15:07
1342,5300,CONSERVADOR,2026-06-05,2026-06-05 11:27:19,2026-06-05 11:27:19
1343,5301,ARROJADO,2026-03-17,2026-03-17 08:36:39,2026-03-17 08:36:39
1344,5301,MODERADO,2023-02-23,2023-02-23 13:12:26,2023-02-23 13:12:26
1345,5302,MODERADO,2023-05-21,2023-05-21 16:07:56,2023-05-21 16:07:56
1346,5303,CONSERVADOR,2024-07-06,2024-07-06 10:12:01,2024-07-06 10:12:01
1347,5304,CONSERVADOR,2023-11-12,2023-11-12 11:45:03,2023-11-12 11:45:03
1348,5305,MODERADO,2023-12-04,2023-12-04 12:16:27,2023-12-04 12:16:27
1349,5305,MODERADO,2024-04-09,2024-04-09 09:58:24,2024-04-09 09:58:24
1350,5306,ARROJADO,2024-06-25,2024-06-25 18:57:11,2024-06-25 18:57:11
1351,5306,CONSERVADOR,2026-01-01,2026-01-01 17:29:03,2026-01-01 17:29:03
1352,5307,CONSERVADOR,2023-11-04,2023-11-04 15:31:44,2023-11-04 15:31:44
1353,5308,CONSERVADOR,2023-01-17,2023-01-17 11:24:26,2023-01-17 11:24:26
1354,5309,CONSERVADOR,2024-11-12,2024-11-12 13:45:03,2024-11-12 13:45:03
1355,5309,CONSERVADOR,2023-01-19,2023-01-19 15:34:13,2023-01-19 15:34:13
1356,5310,CONSERVADOR,2024-09-11,2024-09-11 17:30:51,2024-09-11 17:30:51
1357,5311,CONSERVADOR,2023-04-08,2023-04-08 17:50:50,2023-04-08 17:50:50
1358,5312,CONSERVADOR,2024-11-06,2024-11-06 17:11:07,2024-11-06 17:11:07
1359,5313,CONSERVADOR,2023-12-26,2023-12-26 17:34:22,2023-12-26 17:34:22
1360,5314,MODERADO,2024-05-18,2024-05-18 08:28:16,2024-05-18 08:28:16
1361,5315,CONSERVADOR,2025-05-25,2025-05-25 08:17:52,2025-05-25 08:17:52
1362,5316,CONSERVADOR,2025-05-14,2025-05-14 15:27:00,2025-05-14 15:27:00
1363,5317,CONSERVADOR,2023-12-05,2023-12-05 17:48:28,2023-12-05 17:48:28
1364,5318,CONSERVADOR,2023-05-12,2023-05-12 14:50:58,2023-05-12 14:50:58
1365,5319,CONSERVADOR,2023-09-06,2023-09-06 13:00:27,2023-09-06 13:00:27
1366,5320,MODERADO,2023-05-21,2023-05-21 12:41:37,2023-05-21 12:41:37
1367,5321,ARROJADO,2026-05-22,2026-05-22 10:13:04,2026-05-22 10:13:04
1368,5322,MODERADO,2025-06-26,2025-06-26 12:40:26,2025-06-26 12:40:26
1369,5323,CONSERVADOR,2023-10-31,2023-10-31 09:52:56,2023-10-31 09:52:56
1370,5324,MODERADO,2025-10-06,2025-10-06 14:58:16,2025-10-06 14:58:16
1371,5324,MODERADO,2025-12-05,2025-12-05 14:24:02,2025-12-05 14:24:02
1372,5325,MODERADO,2025-11-06,2025-11-06 11:24:57,2025-11-06 11:24:57
1373,5326,CONSERVADOR,2025-07-24,2025-07-24 10:05:40,2025-07-24 10:05:40
1374,5327,CONSERVADOR,2024-11-08,2024-11-08 08:46:11,2024-11-08 08:46:11
1375,5328,ARROJADO,2026-03-10,2026-03-10 08:32:38,2026-03-10 08:32:38
1376,5329,CONSERVADOR,2025-02-28,2025-02-28 15:26:20,2025-02-28 15:26:20
1377,5330,ARROJADO,2026-05-28,2026-05-28 14:47:13,2026-05-28 14:47:13
1378,5331,CONSERVADOR,2024-02-14,2024-02-14 09:53:13,2024-02-14 09:53:13
1379,5332,ARROJADO,2025-10-30,2025-10-30 13:23:29,2025-10-30 13:23:29
1380,5333,MODERADO,2024-09-06,2024-09-06 09:53:59,2024-09-06 09:53:59
1381,5334,ARROJADO,2023-09-13,2023-09-13 18:14:04,2023-09-13 18:14:04
1382,5335,CONSERVADOR,2024-09-17,2024-09-17 16:41:58,2024-09-17 16:41:58
1383,5336,MODERADO,2026-02-12,2026-02-12 16:22:37,2026-02-12 16:22:37
1384,5337,CONSERVADOR,2024-05-07,2024-05-07 18:49:14,2024-05-07 18:49:14
1385,5338,MODERADO,2024-04-01,2024-04-01 15:31:09,2024-04-01 15:31:09
1386,5339,MODERADO,2025-09-27,2025-09-27 09:14:08,2025-09-27 09:14:08
1387,5340,CONSERVADOR,2024-11-19,2024-11-19 12:59:46,2024-11-19 12:59:46
1388,5341,CONSERVADOR,2023-05-18,2023-05-18 08:27:13,2023-05-18 08:27:13
1389,5342,ARROJADO,2024-11-14,2024-11-14 17:47:49,2024-11-14 17:47:49
1390,5343,ARROJADO,2024-10-24,2024-10-24 14:02:39,2024-10-24 14:02:39
1391,5344,ARROJADO,2025-03-10,2025-03-10 16:41:45,2025-03-10 16:41:45
1392,5345,MODERADO,2025-09-11,2025-09-11 16:34:23,2025-09-11 16:34:23
1393,5346,MODERADO,2023-12-27,2023-12-27 09:33:03,2023-12-27 09:33:03
1394,5347,ARROJADO,2025-05-15,2025-05-15 10:41:24,2025-05-15 10:41:24
1395,5348,MODERADO,2023-06-07,2023-06-07 08:21:51,2023-06-07 08:21:51
1396,5349,ARROJADO,2023-05-14,2023-05-14 12:42:47,2023-05-14 12:42:47
1397,5350,CONSERVADOR,2023-09-10,2023-09-10 15:11:41,2023-09-10 15:11:41
1398,5351,ARROJADO,2026-06-10,2026-06-10 08:30:53,2026-06-10 08:30:53
1399,5352,CONSERVADOR,2026-02-16,2026-02-16 09:00:21,2026-02-16 09:00:21
1400,5353,MODERADO,2023-04-04,2023-04-04 11:27:48,2023-04-04 11:27:48
1401,5354,CONSERVADOR,2025-10-22,2025-10-22 16:43:01,2025-10-22 16:43:01
1402,5355,MODERADO,2025-09-20,2025-09-20 09:49:10,2025-09-20 09:49:10
1403,5356,CONSERVADOR,2024-07-03,2024-07-03 12:58:20,2024-07-03 12:58:20
1404,5356,ARROJADO,2025-02-15,2025-02-15 11:01:35,2025-02-15 11:01:35
1405,5357,MODERADO,2024-05-17,2024-05-17 18:01:37,2024-05-17 18:01:37
1406,5358,CONSERVADOR,2023-05-09,2023-05-09 18:19:40,2023-05-09 18:19:40
1407,5359,ARROJADO,2026-04-02,2026-04-02 17:58:48,2026-04-02 17:58:48
1408,5359,MODERADO,2023-10-29,2023-10-29 14:25:32,2023-10-29 14:25:32
1409,5360,CONSERVADOR,2023-09-19,2023-09-19 11:54:32,2023-09-19 11:54:32
1410,5361,MODERADO,2023-11-21,2023-11-21 14:58:23,2023-11-21 14:58:23
1411,5362,CONSERVADOR,2024-05-26,2024-05-26 10:22:35,2024-05-26 10:22:35
1412,5363,ARROJADO,2025-12-31,2025-12-31 10:15:11,2025-12-31 10:15:11
1413,5364,MODERADO,2023-07-26,2023-07-26 10:51:26,2023-07-26 10:51:26
1414,5365,MODERADO,2023-12-31,2023-12-31 18:28:28,2023-12-31 18:28:28
1415,5366,CONSERVADOR,2024-03-09,2024-03-09 10:30:08,2024-03-09 10:30:08
1416,5367,MODERADO,2025-09-02,2025-09-02 13:01:43,2025-09-02 13:01:43
1417,5368,MODERADO,2024-02-04,2024-02-04 09:04:31,2024-02-04 09:04:31
1418,5368,CONSERVADOR,2025-10-31,2025-10-31 11:39:07,2025-10-31 11:39:07
1419,5369,ARROJADO,2024-12-20,2024-12-20 15:19:11,2024-12-20 15:19:11
1420,5370,CONSERVADOR,2025-10-23,2025-10-23 15:52:45,2025-10-23 15:52:45
1421,5371,MODERADO,2025-05-18,2025-05-18 14:00:38,2025-05-18 14:00:38
1422,5372,CONSERVADOR,2025-02-27,2025-02-27 16:49:45,2025-02-27 16:49:45
1423,5373,CONSERVADOR,2026-02-10,2026-02-10 12:12:52,2026-02-10 12:12:52
1424,5374,MODERADO,2025-04-24,2025-04-24 16:59:51,2025-04-24 16:59:51
1425,5375,CONSERVADOR,2023-04-04,2023-04-04 10:51:54,2023-04-04 10:51:54
1426,5376,CONSERVADOR,2024-09-21,2024-09-21 12:11:24,2024-09-21 12:11:24
1427,5377,MODERADO,2024-07-25,2024-07-25 10:25:47,2024-07-25 10:25:47
1428,5377,MODERADO,2026-05-13,2026-05-13 11:30:09,2026-05-13 11:30:09
1429,5378,CONSERVADOR,2025-03-17,2025-03-17 17:30:19,2025-03-17 17:30:19
1430,5379,MODERADO,2023-02-09,2023-02-09 10:38:20,2023-02-09 10:38:20
1431,5379,CONSERVADOR,2023-02-05,2023-02-05 10:39:35,2023-02-05 10:39:35
1432,5380,CONSERVADOR,2025-05-31,2025-05-31 12:27:10,2025-05-31 12:27:10
1433,5380,MODERADO,2023-04-14,2023-04-14 14:11:46,2023-04-14 14:11:46
1434,5381,CONSERVADOR,2024-12-14,2024-12-14 15:06:03,2024-12-14 15:06:03
1435,5382,MODERADO,2024-02-28,2024-02-28 17:23:06,2024-02-28 17:23:06
1436,5382,ARROJADO,2023-04-30,2023-04-30 08:58:08,2023-04-30 08:58:08
1437,5383,CONSERVADOR,2025-10-13,2025-10-13 14:19:03,2025-10-13 14:19:03
1438,5384,CONSERVADOR,2025-02-19,2025-02-19 16:48:59,2025-02-19 16:48:59
1439,5385,CONSERVADOR,2025-12-19,2025-12-19 17:22:49,2025-12-19 17:22:49
1440,5385,CONSERVADOR,2023-11-07,2023-11-07 15:08:12,2023-11-07 15:08:12
1441,5386,ARROJADO,2024-04-11,2024-04-11 15:25:38,2024-04-11 15:25:38
1442,5387,CONSERVADOR,2026-04-29,2026-04-29 09:52:15,2026-04-29 09:52:15
1443,5388,MODERADO,2024-05-17,2024-05-17 08:34:01,2024-05-17 08:34:01
1444,5389,CONSERVADOR,2026-05-28,2026-05-28 14:31:26,2026-05-28 14:31:26
1445,5390,ARROJADO,2024-10-31,2024-10-31 15:30:43,2024-10-31 15:30:43
1446,5391,ARROJADO,2024-10-27,2024-10-27 17:27:37,2024-10-27 17:27:37
1447,5392,CONSERVADOR,2025-06-19,2025-06-19 09:55:02,2025-06-19 09:55:02
1448,5393,MODERADO,2023-01-03,2023-01-03 11:36:09,2023-01-03 11:36:09
1449,5394,ARROJADO,2024-07-21,2024-07-21 09:49:45,2024-07-21 09:49:45
1450,5395,CONSERVADOR,2023-10-01,2023-10-01 11:38:19,2023-10-01 11:38:19
1451,5396,ARROJADO,2023-09-30,2023-09-30 18:00:55,2023-09-30 18:00:55
1452,5396,CONSERVADOR,2024-05-28,2024-05-28 17:35:34,2024-05-28 17:35:34
1453,5397,ARROJADO,2025-04-16,2025-04-16 14:36:56,2025-04-16 14:36:56
1454,5397,ARROJADO,2025-02-13,2025-02-13 12:36:31,2025-02-13 12:36:31
1455,5398,MODERADO,2025-08-15,2025-08-15 17:05:25,2025-08-15 17:05:25
1456,5398,MODERADO,2024-12-03,2024-12-03 14:43:26,2024-12-03 14:43:26
1457,5399,MODERADO,2023-11-21,2023-11-21 16:41:29,2023-11-21 16:41:29
1458,5400,CONSERVADOR,2023-12-18,2023-12-18 15:55:47,2023-12-18 15:55:47
1459,5401,CONSERVADOR,2025-04-26,2025-04-26 18:13:22,2025-04-26 18:13:22
1460,5402,MODERADO,2024-05-31,2024-05-31 17:07:05,2024-05-31 17:07:05
1461,5403,ARROJADO,2026-05-29,2026-05-29 12:28:51,2026-05-29 12:28:51
1462,5404,MODERADO,2025-11-26,2025-11-26 10:10:27,2025-11-26 10:10:27
1463,5405,ARROJADO,2025-08-28,2025-08-28 09:24:49,2025-08-28 09:24:49
1464,5406,MODERADO,2026-01-24,2026-01-24 10:19:49,2026-01-24 10:19:49
1465,5407,MODERADO,2024-03-29,2024-03-29 08:26:15,2024-03-29 08:26:15
1466,5408,MODERADO,2024-07-03,2024-07-03 13:00:04,2024-07-03 13:00:04
1467,5409,ARROJADO,2024-04-11,2024-04-11 13:42:08,2024-04-11 13:42:08
1468,5410,CONSERVADOR,2023-06-02,2023-06-02 17:05:09,2023-06-02 17:05:09
1469,5411,ARROJADO,2026-06-23,2026-06-23 18:43:01,2026-06-23 18:43:01
1470,5412,CONSERVADOR,2026-03-21,2026-03-21 17:58:58,2026-03-21 17:58:58
1471,5412,CONSERVADOR,2023-12-09,2023-12-09 15:02:47,2023-12-09 15:02:47
1472,5413,MODERADO,2023-01-08,2023-01-08 11:35:27,2023-01-08 11:35:27
1473,5414,CONSERVADOR,2024-08-03,2024-08-03 14:48:49,2024-08-03 14:48:49
1474,5415,MODERADO,2023-09-10,2023-09-10 12:16:41,2023-09-10 12:16:41
1475,5416,MODERADO,2023-04-24,2023-04-24 13:53:34,2023-04-24 13:53:34
1476,5417,MODERADO,2023-05-09,2023-05-09 18:43:06,2023-05-09 18:43:06
1477,5418,CONSERVADOR,2026-07-13,2026-07-13 08:08:42,2026-07-13 08:08:42
1478,5419,CONSERVADOR,2025-07-31,2025-07-31 09:03:10,2025-07-31 09:03:10
1479,5420,MODERADO,2023-07-22,2023-07-22 13:33:50,2023-07-22 13:33:50
1480,5421,MODERADO,2023-04-13,2023-04-13 18:52:01,2023-04-13 18:52:01
1481,5421,ARROJADO,2023-03-01,2023-03-01 08:35:22,2023-03-01 08:35:22
1482,5422,CONSERVADOR,2024-05-18,2024-05-18 14:16:06,2024-05-18 14:16:06
1483,5423,CONSERVADOR,2026-06-27,2026-06-27 17:37:15,2026-06-27 17:37:15
1484,5424,CONSERVADOR,2025-10-22,2025-10-22 18:58:37,2025-10-22 18:58:37
1485,5424,MODERADO,2025-11-18,2025-11-18 14:29:27,2025-11-18 14:29:27
1486,5425,MODERADO,2025-09-01,2025-09-01 10:12:36,2025-09-01 10:12:36
1487,5426,MODERADO,2024-02-04,2024-02-04 12:01:38,2024-02-04 12:01:38
1488,5426,CONSERVADOR,2024-11-04,2024-11-04 14:08:27,2024-11-04 14:08:27
1489,5427,MODERADO,2023-04-06,2023-04-06 18:37:13,2023-04-06 18:37:13
1490,5427,MODERADO,2025-03-17,2025-03-17 13:57:30,2025-03-17 13:57:30
1491,5428,CONSERVADOR,2026-03-26,2026-03-26 14:01:22,2026-03-26 14:01:22
1492,5429,CONSERVADOR,2025-01-11,2025-01-11 15:30:44,2025-01-11 15:30:44
1493,5430,MODERADO,2023-01-08,2023-01-08 09:02:31,2023-01-08 09:02:31
1494,5431,CONSERVADOR,2026-06-30,2026-06-30 15:01:58,2026-06-30 15:01:58
1495,5432,MODERADO,2024-07-08,2024-07-08 09:21:13,2024-07-08 09:21:13
1496,5433,CONSERVADOR,2026-07-02,2026-07-02 15:45:09,2026-07-02 15:45:09
1497,5434,CONSERVADOR,2025-05-21,2025-05-21 13:19:51,2025-05-21 13:19:51
1498,5435,CONSERVADOR,2026-06-22,2026-06-22 12:53:32,2026-06-22 12:53:32
1499,5436,ARROJADO,2025-09-06,2025-09-06 12:55:32,2025-09-06 12:55:32
1500,5437,ARROJADO,2025-04-13,2025-04-13 09:08:19,2025-04-13 09:08:19
1501,5437,CONSERVADOR,2023-03-11,2023-03-11 18:29:40,2023-03-11 18:29:40
1502,5438,MODERADO,2023-10-12,2023-10-12 09:58:33,2023-10-12 09:58:33
1503,5438,CONSERVADOR,2025-08-26,2025-08-26 09:51:49,2025-08-26 09:51:49
1504,5439,MODERADO,2025-08-02,2025-08-02 14:36:01,2025-08-02 14:36:01
1505,5440,ARROJADO,2024-10-31,2024-10-31 09:11:45,2024-10-31 09:11:45
1506,5441,MODERADO,2024-03-05,2024-03-05 10:51:19,2024-03-05 10:51:19
1507,5442,CONSERVADOR,2023-12-09,2023-12-09 12:45:09,2023-12-09 12:45:09
1508,5443,MODERADO,2026-04-16,2026-04-16 09:54:45,2026-04-16 09:54:45
1509,5444,ARROJADO,2026-03-29,2026-03-29 16:19:51,2026-03-29 16:19:51
1510,5445,MODERADO,2024-09-30,2024-09-30 08:39:34,2024-09-30 08:39:34
1511,5446,MODERADO,2026-01-29,2026-01-29 14:08:44,2026-01-29 14:08:44
1512,5447,CONSERVADOR,2025-04-03,2025-04-03 18:24:32,2025-04-03 18:24:32
1513,5447,CONSERVADOR,2024-11-22,2024-11-22 15:42:35,2024-11-22 15:42:35
1514,5448,MODERADO,2023-03-20,2023-03-20 15:06:47,2023-03-20 15:06:47
1515,5449,ARROJADO,2023-08-15,2023-08-15 11:20:59,2023-08-15 11:20:59
1516,5450,MODERADO,2025-04-05,2025-04-05 15:19:38,2025-04-05 15:19:38
1517,5451,ARROJADO,2024-10-01,2024-10-01 11:25:23,2024-10-01 11:25:23
1518,5452,CONSERVADOR,2026-06-23,2026-06-23 08:25:47,2026-06-23 08:25:47
1519,5453,MODERADO,2023-09-25,2023-09-25 18:47:24,2023-09-25 18:47:24
1520,5454,MODERADO,2024-01-01,2024-01-01 11:39:00,2024-01-01 11:39:00
1521,5455,ARROJADO,2023-08-24,2023-08-24 10:18:46,2023-08-24 10:18:46
1522,5456,CONSERVADOR,2024-02-04,2024-02-04 17:53:46,2024-02-04 17:53:46
1523,5457,MODERADO,2023-01-16,2023-01-16 09:39:06,2023-01-16 09:39:06
1524,5458,ARROJADO,2024-12-10,2024-12-10 18:15:05,2024-12-10 18:15:05
1525,5459,CONSERVADOR,2024-12-27,2024-12-27 14:24:51,2024-12-27 14:24:51
1526,5460,MODERADO,2024-03-01,2024-03-01 17:30:55,2024-03-01 17:30:55
1527,5461,CONSERVADOR,2026-07-27,2026-07-27 10:49:05,2026-07-27 10:49:05
1528,5462,MODERADO,2025-07-29,2025-07-29 15:02:30,2025-07-29 15:02:30
1529,5463,CONSERVADOR,2025-12-16,2025-12-16 12:03:00,2025-12-16 12:03:00
1530,5464,MODERADO,2023-07-09,2023-07-09 11:11:33,2023-07-09 11:11:33
1531,5465,MODERADO,2023-07-17,2023-07-17 08:59:14,2023-07-17 08:59:14
1532,5465,CONSERVADOR,2025-06-12,2025-06-12 09:37:42,2025-06-12 09:37:42
1533,5466,CONSERVADOR,2023-07-26,2023-07-26 12:22:52,2023-07-26 12:22:52
1534,5467,MODERADO,2025-12-26,2025-12-26 15:23:59,2025-12-26 15:23:59
1535,5468,MODERADO,2024-03-31,2024-03-31 18:16:19,2024-03-31 18:16:19
1536,5469,MODERADO,2025-04-28,2025-04-28 15:27:00,2025-04-28 15:27:00
1537,5470,ARROJADO,2023-07-31,2023-07-31 10:17:51,2023-07-31 10:17:51
1538,5471,MODERADO,2025-10-23,2025-10-23 10:14:03,2025-10-23 10:14:03
1539,5472,ARROJADO,2024-05-31,2024-05-31 10:16:27,2024-05-31 10:16:27
1540,5473,MODERADO,2026-06-19,2026-06-19 14:51:26,2026-06-19 14:51:26
1541,5474,CONSERVADOR,2025-10-06,2025-10-06 18:28:03,2025-10-06 18:28:03
1542,5475,CONSERVADOR,2024-05-31,2024-05-31 17:44:58,2024-05-31 17:44:58
1543,5476,CONSERVADOR,2026-06-05,2026-06-05 08:31:32,2026-06-05 08:31:32
1544,5477,CONSERVADOR,2026-06-20,2026-06-20 15:13:27,2026-06-20 15:13:27
1545,5478,CONSERVADOR,2024-02-01,2024-02-01 13:28:33,2024-02-01 13:28:33
1546,5478,MODERADO,2025-01-19,2025-01-19 09:31:03,2025-01-19 09:31:03
1547,5479,MODERADO,2023-12-22,2023-12-22 11:40:53,2023-12-22 11:40:53
1548,5480,CONSERVADOR,2026-02-04,2026-02-04 11:38:45,2026-02-04 11:38:45
1549,5481,MODERADO,2024-10-18,2024-10-18 12:09:49,2024-10-18 12:09:49
1550,5482,CONSERVADOR,2023-12-02,2023-12-02 13:03:18,2023-12-02 13:03:18
1551,5483,CONSERVADOR,2025-12-25,2025-12-25 10:42:21,2025-12-25 10:42:21
1552,5484,CONSERVADOR,2024-08-24,2024-08-24 12:57:25,2024-08-24 12:57:25
1553,5485,CONSERVADOR,2025-01-15,2025-01-15 12:24:52,2025-01-15 12:24:52
1554,5486,CONSERVADOR,2025-05-16,2025-05-16 14:28:05,2025-05-16 14:28:05
1555,5487,MODERADO,2026-03-16,2026-03-16 13:03:28,2026-03-16 13:03:28
1556,5488,MODERADO,2024-08-03,2024-08-03 08:00:15,2024-08-03 08:00:15
1557,5488,MODERADO,2024-11-28,2024-11-28 15:43:09,2024-11-28 15:43:09
1558,5489,MODERADO,2025-12-16,2025-12-16 17:16:13,2025-12-16 17:16:13
1559,5490,MODERADO,2025-08-11,2025-08-11 08:28:45,2025-08-11 08:28:45
1560,5491,CONSERVADOR,2024-03-08,2024-03-08 08:56:17,2024-03-08 08:56:17
1561,5492,CONSERVADOR,2025-01-31,2025-01-31 18:40:24,2025-01-31 18:40:24
1562,5492,CONSERVADOR,2026-05-10,2026-05-10 14:02:25,2026-05-10 14:02:25
1563,5493,ARROJADO,2026-07-01,2026-07-01 16:10:43,2026-07-01 16:10:43
1564,5494,MODERADO,2023-07-11,2023-07-11 14:44:41,2023-07-11 14:44:41
1565,5494,CONSERVADOR,2023-03-13,2023-03-13 10:33:51,2023-03-13 10:33:51
1566,5495,ARROJADO,2024-08-24,2024-08-24 08:44:01,2024-08-24 08:44:01
1567,5495,MODERADO,2024-03-30,2024-03-30 15:42:39,2024-03-30 15:42:39
1568,5496,ARROJADO,2023-11-06,2023-11-06 08:45:04,2023-11-06 08:45:04
1569,5497,ARROJADO,2024-04-06,2024-04-06 17:29:47,2024-04-06 17:29:47
1570,5498,MODERADO,2025-10-12,2025-10-12 17:51:05,2025-10-12 17:51:05
1571,5499,MODERADO,2026-03-23,2026-03-23 12:23:24,2026-03-23 12:23:24
1572,5500,MODERADO,2026-02-27,2026-02-27 10:39:11,2026-02-27 10:39:11
1573,5501,ARROJADO,2026-05-12,2026-05-12 16:26:17,2026-05-12 16:26:17
1574,5502,CONSERVADOR,2025-09-04,2025-09-04 11:25:50,2025-09-04 11:25:50
1575,5503,MODERADO,2023-03-15,2023-03-15 14:23:31,2023-03-15 14:23:31
1576,5504,MODERADO,2023-02-10,2023-02-10 16:39:34,2023-02-10 16:39:34
1577,5505,MODERADO,2025-08-29,2025-08-29 10:30:16,2025-08-29 10:30:16
1578,5506,MODERADO,2024-06-19,2024-06-19 13:11:35,2024-06-19 13:11:35
1579,5506,MODERADO,2024-06-21,2024-06-21 16:04:40,2024-06-21 16:04:40
1580,5507,CONSERVADOR,2024-02-05,2024-02-05 11:27:37,2024-02-05 11:27:37
1581,5508,MODERADO,2024-02-04,2024-02-04 15:49:20,2024-02-04 15:49:20
1582,5509,CONSERVADOR,2025-10-28,2025-10-28 17:12:20,2025-10-28 17:12:20
1583,5509,ARROJADO,2026-04-11,2026-04-11 12:23:49,2026-04-11 12:23:49
1584,5510,ARROJADO,2025-01-04,2025-01-04 18:57:13,2025-01-04 18:57:13
1585,5510,CONSERVADOR,2023-12-22,2023-12-22 08:31:20,2023-12-22 08:31:20
1586,5511,MODERADO,2023-09-24,2023-09-24 15:41:44,2023-09-24 15:41:44
1587,5512,CONSERVADOR,2024-11-04,2024-11-04 13:57:22,2024-11-04 13:57:22
1588,5513,CONSERVADOR,2024-11-15,2024-11-15 16:38:14,2024-11-15 16:38:14
1589,5513,CONSERVADOR,2025-02-15,2025-02-15 18:24:30,2025-02-15 18:24:30
1590,5514,CONSERVADOR,2023-12-04,2023-12-04 14:31:22,2023-12-04 14:31:22
1591,5514,ARROJADO,2025-10-18,2025-10-18 11:07:39,2025-10-18 11:07:39
1592,5515,CONSERVADOR,2025-09-29,2025-09-29 17:35:51,2025-09-29 17:35:51
1593,5516,CONSERVADOR,2026-04-05,2026-04-05 10:09:28,2026-04-05 10:09:28
1594,5516,CONSERVADOR,2025-09-07,2025-09-07 14:37:14,2025-09-07 14:37:14
1595,5517,CONSERVADOR,2024-03-31,2024-03-31 10:36:23,2024-03-31 10:36:23
1596,5518,ARROJADO,2026-01-07,2026-01-07 15:32:10,2026-01-07 15:32:10
1597,5519,ARROJADO,2025-07-28,2025-07-28 15:25:01,2025-07-28 15:25:01
1598,5519,MODERADO,2024-01-22,2024-01-22 13:15:11,2024-01-22 13:15:11
